,index,age,marital,education,balance,loan,previous,y
39469,41056,36,married,primary,1506,no,0,yes
39474,41062,36,divorced,secondary,2843,no,0,yes
39477,41066,62,married,tertiary,557,no,0,yes
39478,41068,26,single,secondary,535,no,0,yes
39480,41070,45,married,tertiary,2671,no,0,yes
39481,41071,33,married,tertiary,271,no,0,yes
39482,41072,63,married,secondary,896,no,0,yes
39483,41073,23,married,secondary,272,no,0,yes
39487,41077,25,single,tertiary,528,no,0,yes
39489,41080,44,married,tertiary,226,no,3,yes
39491,41082,33,single,tertiary,1974,no,1,yes
39492,41083,39,married,tertiary,942,no,1,yes
39497,41089,25,single,secondary,4147,no,0,yes
39503,41095,42,married,primary,-306,no,1,yes
39507,41101,82,married,secondary,276,no,0,yes
39510,41104,77,married,tertiary,0,no,0,yes
39513,41107,36,single,tertiary,1189,no,0,yes
39520,41115,35,single,tertiary,431,no,1,yes
39521,41116,50,married,secondary,2218,no,0,yes
39525,41121,62,married,secondary,1495,no,1,yes
39526,41122,26,single,tertiary,828,no,1,yes
39529,41125,24,married,secondary,556,no,0,yes
39534,41131,55,married,tertiary,12972,no,0,yes
39537,41134,22,single,secondary,948,no,2,yes
39538,41135,30,single,secondary,48,no,1,yes
39542,41139,55,divorced,tertiary,0,no,0,yes
39546,41143,34,married,tertiary,0,no,2,yes
39549,41146,31,married,tertiary,537,no,0,yes
39550,41147,55,married,secondary,1938,yes,3,yes
39551,41148,34,single,tertiary,5,no,0,yes
39552,41149,49,single,secondary,9131,no,5,yes
39556,41153,67,divorced,tertiary,443,no,0,yes
39561,41159,43,married,secondary,132,no,3,yes
39565,41163,26,single,tertiary,3704,no,0,yes
39566,41164,35,single,tertiary,2658,no,3,yes
39567,41165,25,single,tertiary,3411,no,0,yes
39570,41168,59,divorced,secondary,1,no,0,yes
39571,41169,44,married,secondary,10905,no,1,yes
39572,41170,42,married,tertiary,976,no,0,yes
39574,41172,29,single,tertiary,2531,no,0,yes
39575,41173,32,married,tertiary,1270,no,0,yes
39576,41174,30,single,tertiary,5359,no,2,yes
39578,41176,38,married,secondary,10596,no,4,yes
39582,41180,22,single,tertiary,691,no,0,yes
39584,41182,28,single,secondary,67,no,2,yes
39586,41184,25,single,tertiary,347,no,0,yes
39587,41185,34,single,tertiary,9962,no,0,yes
39588,41186,59,married,tertiary,2239,no,1,yes
39591,41189,27,single,tertiary,11862,no,6,yes
39595,41193,62,divorced,secondary,0,no,0,yes
39599,41198,35,single,tertiary,1756,no,0,yes
39600,41199,45,married,secondary,4068,no,0,yes
39602,41201,46,married,secondary,368,no,4,yes
39605,41204,34,married,secondary,1406,no,1,yes
39606,41205,34,married,tertiary,197,no,0,yes
39609,41208,42,married,primary,5310,no,3,yes
39611,41210,20,single,secondary,215,no,1,yes
39612,41211,60,married,secondary,106,no,1,yes
39617,41216,47,married,tertiary,0,yes,0,yes
39618,41217,52,divorced,secondary,363,no,1,yes
39621,41220,61,married,secondary,1046,no,0,yes
39622,41221,25,single,secondary,469,no,1,yes
39626,41227,65,married,secondary,2326,yes,0,yes
39627,41228,50,married,secondary,3370,no,2,yes
39629,41230,22,single,secondary,144,no,0,yes
39630,41231,43,single,secondary,733,no,4,yes
39631,41232,59,married,tertiary,474,no,0,yes
39633,41234,53,divorced,tertiary,-309,no,2,yes
39635,41236,38,married,secondary,6728,no,0,yes
39636,41237,71,divorced,secondary,5584,no,0,yes
39639,41240,28,married,secondary,61,no,3,yes
39640,41241,59,married,secondary,1047,no,3,yes
39643,41245,29,single,tertiary,265,no,1,yes
39644,41246,51,married,secondary,117,no,4,yes
39646,41248,48,married,tertiary,5473,no,0,yes
39660,41263,37,married,primary,106,no,13,yes
39661,41264,37,married,tertiary,127,no,1,yes
39670,41275,64,married,tertiary,380,no,0,yes
39671,41276,69,married,secondary,0,no,0,yes
39673,41278,36,married,tertiary,255,no,4,yes
39674,41279,43,married,secondary,2145,no,4,yes
39678,41283,63,married,primary,91,no,0,yes
39681,41286,70,married,secondary,1853,no,0,yes
39682,41287,60,single,primary,11262,no,0,yes
39686,41291,86,divorced,primary,0,no,0,yes
39688,41294,72,married,secondary,1129,no,0,yes
39689,41295,42,married,tertiary,294,no,0,yes
39690,41296,60,married,tertiary,108,no,0,yes
39691,41297,43,single,tertiary,1696,no,3,yes
39694,41300,25,single,secondary,331,no,0,yes
39699,41306,28,single,tertiary,223,no,1,yes
39700,41307,36,single,secondary,40,no,4,yes
39703,41310,66,married,secondary,2048,no,0,yes
39704,41311,33,single,tertiary,3689,no,0,yes
39707,41314,36,single,secondary,539,no,1,yes
39708,41315,29,single,secondary,590,no,1,yes
39713,41320,62,married,secondary,780,no,0,yes
39725,41332,34,married,secondary,1464,no,5,yes
39727,41334,29,single,tertiary,1311,no,0,yes
39728,41335,30,married,tertiary,7,no,4,yes
39731,41338,32,married,tertiary,636,no,4,yes
39733,41340,39,single,primary,24277,no,0,yes
39737,41344,55,divorced,secondary,1872,no,8,yes
39738,41345,36,single,tertiary,490,no,1,yes
39746,41353,27,single,tertiary,118,no,1,yes
39747,41354,45,married,tertiary,4119,yes,1,yes
39752,41360,52,married,secondary,2087,no,1,yes
39755,41363,49,single,tertiary,5689,no,3,yes
39757,41365,25,single,tertiary,1231,no,0,yes
39760,41368,30,married,primary,201,no,12,yes
39763,41371,33,single,secondary,1429,no,0,yes
39768,41377,39,married,tertiary,119,no,4,yes
39772,41382,48,divorced,tertiary,17964,no,5,yes
39778,41390,36,married,tertiary,1113,no,0,yes
39779,41391,27,married,secondary,1596,no,0,yes
39780,41392,51,married,tertiary,2635,no,2,yes
39781,41393,25,single,secondary,162,no,0,yes
39783,41395,48,married,secondary,568,no,1,yes
39784,41396,70,married,secondary,2626,no,0,yes
39785,41397,63,married,secondary,4752,no,0,yes
39787,41399,34,single,secondary,528,no,5,yes
39792,41404,46,married,tertiary,2552,no,8,yes
39793,41405,71,married,tertiary,653,no,1,yes
39795,41407,44,single,tertiary,2033,no,1,yes
39798,41410,31,single,tertiary,3343,no,1,yes
39799,41411,32,married,secondary,995,no,2,yes
39804,41416,40,single,tertiary,7968,no,1,yes
39806,41418,62,married,tertiary,0,no,0,yes
39810,41422,30,single,secondary,0,no,0,yes
39813,41425,55,married,primary,2587,no,2,yes
39815,41427,60,married,secondary,5267,no,0,yes
39816,41428,57,divorced,tertiary,6468,no,4,yes
39823,41436,59,single,secondary,4744,no,0,yes
39824,41437,31,single,tertiary,882,no,1,yes
39825,41438,26,single,secondary,1231,no,7,yes
39826,41440,30,single,secondary,2568,no,4,yes
39829,41444,35,single,tertiary,80,no,1,yes
39836,41451,64,married,tertiary,1644,no,0,yes
39837,41452,36,married,tertiary,1354,no,2,yes
39838,41453,55,married,secondary,602,no,5,yes
39840,41455,63,married,tertiary,1795,no,0,yes
39841,41456,35,single,tertiary,7918,no,0,yes
39849,41465,52,married,secondary,0,no,1,yes
39852,41468,34,single,tertiary,268,no,0,yes
39855,41472,36,married,secondary,52,no,6,yes
39856,41473,31,single,tertiary,924,no,3,yes
39858,41475,45,single,tertiary,1411,no,3,yes
39864,41481,47,single,primary,3033,no,0,yes
39865,41482,50,married,tertiary,6574,no,3,yes
39867,41484,70,divorced,secondary,0,no,0,yes
39868,41486,43,married,secondary,2160,no,1,yes
39870,41489,33,married,secondary,409,no,4,yes
39871,41490,24,single,secondary,726,no,0,yes
39872,41492,25,single,secondary,1871,no,1,yes
39873,41493,26,single,tertiary,1094,no,0,yes
39874,41494,32,single,tertiary,2915,no,2,yes
39877,41498,39,married,secondary,1587,no,3,yes
39878,41499,58,married,tertiary,1227,no,1,yes
39881,41502,42,married,tertiary,1205,no,0,yes
39882,41503,30,single,secondary,161,yes,0,yes
39884,41505,76,divorced,primary,802,no,0,yes
39885,41506,79,married,secondary,723,no,3,yes
39887,41508,70,married,primary,6538,no,0,yes
39888,41509,35,married,tertiary,2161,no,0,yes
39889,41510,30,single,tertiary,147,no,1,yes
39890,41511,60,married,secondary,0,no,0,yes
39891,41512,50,married,primary,3764,no,4,yes
39893,41514,51,married,secondary,1416,no,0,yes
39894,41515,71,married,tertiary,14220,no,0,yes
39897,41518,31,single,tertiary,12569,no,1,yes
39902,41525,32,single,secondary,555,no,0,yes
39905,41528,34,married,tertiary,158,no,4,yes
39906,41529,28,single,secondary,261,yes,4,yes
39908,41531,45,married,tertiary,786,no,0,yes
39909,41532,32,married,secondary,889,no,5,yes
39913,41536,53,married,primary,27,no,0,yes
39918,41542,38,single,tertiary,0,no,3,yes
39923,41547,56,single,secondary,2815,no,0,yes
39925,41549,42,married,secondary,3082,no,0,yes
39926,41550,36,married,tertiary,495,no,5,yes
39927,41552,47,married,secondary,1233,no,2,yes
39929,41555,46,married,secondary,640,no,2,yes
39930,41556,32,single,tertiary,2,no,0,yes
39931,41557,73,married,tertiary,1843,no,0,yes
39933,41559,28,single,secondary,322,no,3,yes
39934,41560,46,married,tertiary,7331,no,2,yes
39935,41561,74,married,primary,1765,no,0,yes
39936,41562,71,divorced,tertiary,1236,no,0,yes
39940,41566,41,divorced,secondary,6046,yes,0,yes
39943,41569,73,married,primary,934,no,0,yes
39945,41571,47,divorced,secondary,1013,no,3,yes
39946,41572,49,divorced,tertiary,596,no,0,yes
39947,41573,48,married,tertiary,2351,no,3,yes
39948,41574,46,married,tertiary,273,no,3,yes
39949,41575,40,married,secondary,4775,no,0,yes
39950,41576,57,married,primary,3109,no,2,yes
39951,41577,50,married,secondary,388,no,4,yes
39952,41578,34,married,secondary,262,no,1,yes
39953,41579,56,married,secondary,654,no,0,yes
39955,41581,32,single,tertiary,1855,no,1,yes
39956,41582,50,divorced,tertiary,810,no,3,yes
39957,41583,54,divorced,secondary,1664,no,3,yes
39959,41585,26,single,tertiary,362,no,2,yes
39962,41588,40,married,tertiary,1293,no,2,yes
39963,41589,31,single,tertiary,3384,no,2,yes
39964,41591,29,single,tertiary,874,no,1,yes
39968,41595,52,married,primary,10943,no,0,yes
39969,41596,38,married,secondary,4539,no,0,yes
39976,41603,46,married,tertiary,2817,no,0,yes
39978,41605,26,single,tertiary,1646,no,0,yes
39979,41606,25,single,tertiary,808,no,2,yes
39980,41607,28,single,secondary,762,no,0,yes
39981,41608,70,married,tertiary,44,no,2,yes
39983,41610,83,married,primary,425,no,2,yes
39984,41611,43,divorced,tertiary,2367,no,3,yes
39986,41613,45,married,secondary,10252,no,2,yes
39987,41614,37,single,tertiary,1000,no,2,yes
39988,41615,71,divorced,secondary,4380,no,0,yes
39990,41617,27,single,tertiary,20585,no,1,yes
39993,41621,47,married,secondary,2601,no,0,yes
39999,41627,42,divorced,tertiary,238,no,0,yes
40007,41635,77,divorced,secondary,0,no,0,yes
40010,41638,61,married,tertiary,3371,no,0,yes
40011,41639,28,single,tertiary,0,no,7,yes
40013,41641,57,married,tertiary,10583,no,3,yes
40015,41643,34,married,tertiary,16,no,1,yes
40016,41644,50,divorced,secondary,0,no,2,yes
40020,41648,40,married,secondary,1451,no,1,yes
40022,41651,38,single,secondary,1711,no,0,yes
40025,41654,84,married,secondary,0,no,0,yes
40026,41655,35,married,tertiary,611,no,1,yes
40029,41658,26,single,secondary,132,no,1,yes
40045,41675,47,married,tertiary,288,no,0,yes
40048,41678,37,single,tertiary,1027,no,1,yes
40051,41681,28,single,tertiary,6784,no,3,yes
40052,41682,54,married,tertiary,1464,no,1,yes
40053,41683,54,married,tertiary,8295,no,1,yes
40060,41690,61,married,secondary,2917,no,0,yes
40065,41695,30,single,secondary,158,no,0,yes
40066,41696,60,married,primary,1588,no,0,yes
40070,41700,30,single,tertiary,655,no,0,yes
40077,41709,37,married,secondary,604,no,1,yes
40079,41711,33,single,tertiary,5437,no,3,yes
40082,41714,25,single,tertiary,1185,no,1,yes
40094,41728,24,single,secondary,1857,no,5,yes
40102,41737,36,married,tertiary,4596,no,2,yes
40103,41739,29,single,secondary,3528,no,0,yes
40104,41740,58,married,primary,565,no,1,yes
40106,41742,33,single,tertiary,1781,no,1,yes
40107,41743,27,married,secondary,3415,no,1,yes
40108,41744,79,divorced,primary,79,no,0,yes
40111,41747,60,divorced,secondary,12039,no,1,yes
40113,41749,47,married,secondary,2524,no,0,yes
40114,41750,56,married,secondary,12,no,1,yes
40115,41751,25,single,secondary,139,yes,0,yes
40116,41752,21,single,secondary,2488,no,0,yes
40118,41755,73,divorced,secondary,7111,no,0,yes
40133,41770,67,divorced,tertiary,361,no,0,yes
40134,41771,51,divorced,tertiary,2109,no,0,yes
40135,41772,48,married,tertiary,1093,yes,0,yes
40136,41773,39,divorced,secondary,385,no,2,yes
40144,41781,35,single,tertiary,2646,no,1,yes
40145,41782,61,divorced,tertiary,6,no,2,yes
40148,41786,62,married,secondary,1495,no,2,yes
40149,41787,35,single,tertiary,670,no,0,yes
40150,41788,36,divorced,secondary,592,no,5,yes
40151,41789,83,single,primary,1965,no,0,yes
40155,41793,32,married,tertiary,2688,no,1,yes
40157,41795,23,single,secondary,107,no,1,yes
40158,41796,50,married,primary,313,no,0,yes
40171,41809,66,married,primary,40,no,0,yes
40174,41812,58,married,primary,4198,no,5,yes
40190,41828,30,single,tertiary,536,no,1,yes
40193,41831,54,married,primary,1311,no,3,yes
40195,41833,26,single,secondary,766,no,0,yes
40196,41834,62,married,tertiary,1528,no,1,yes
40198,41836,43,married,primary,2557,no,5,yes
40200,41838,40,single,tertiary,79,no,1,yes
40202,41840,57,married,tertiary,1318,no,2,yes
40203,41841,75,married,secondary,3771,no,1,yes
40204,41842,77,married,tertiary,0,no,1,yes
40206,41844,31,married,tertiary,6138,no,5,yes
40209,41847,22,single,secondary,129,no,0,yes
40210,41848,50,married,tertiary,469,no,1,yes
40211,41849,27,married,tertiary,893,no,0,yes
40217,41856,34,single,tertiary,3119,no,0,yes
40220,41860,40,married,secondary,2266,no,5,yes
40221,41861,37,married,secondary,4017,no,0,yes
40222,41862,44,single,tertiary,643,no,3,yes
40223,41863,40,married,secondary,2338,no,0,yes
40225,41865,61,married,tertiary,0,no,0,yes
40226,41866,74,divorced,secondary,4079,no,0,yes
40229,41869,61,divorced,secondary,6481,no,0,yes
40232,41872,47,married,secondary,820,no,0,yes
40244,41885,76,divorced,primary,1411,no,3,yes
40251,41894,30,single,tertiary,7529,no,0,yes
40256,41899,22,single,primary,3472,no,3,yes
40257,41900,39,married,tertiary,206,no,2,yes
40259,41902,72,married,primary,1388,no,0,yes
40260,41904,36,married,secondary,480,no,0,yes
40262,41906,65,married,secondary,571,no,2,yes
40263,41907,54,married,secondary,3994,yes,2,yes
40266,41910,46,single,secondary,1693,no,0,yes
40267,41911,28,single,tertiary,80,no,2,yes
40268,41912,61,married,tertiary,267,no,1,yes
40269,41913,53,married,primary,2581,no,1,yes
40270,41914,38,divorced,secondary,0,no,4,yes
40273,41917,27,single,tertiary,1134,no,4,yes
40276,41920,55,divorced,secondary,309,no,1,yes
40277,41921,33,single,tertiary,6807,no,1,yes
40279,41923,87,divorced,primary,6746,no,0,yes
40280,41924,57,married,tertiary,375,no,0,yes
40281,41925,33,single,tertiary,658,no,1,yes
40282,41926,51,married,secondary,371,yes,0,yes
40283,41927,76,divorced,primary,2693,no,0,yes
40284,41928,64,married,tertiary,4688,no,0,yes
40286,41930,19,single,secondary,329,no,0,yes
40287,41931,33,married,tertiary,79,no,2,yes
40288,41932,55,divorced,tertiary,0,no,0,yes
40289,41935,35,married,secondary,2779,no,0,yes
40290,41936,30,single,tertiary,411,no,2,yes
40291,41937,68,single,tertiary,2144,no,2,yes
40292,41938,42,divorced,secondary,527,yes,1,yes
40293,41939,41,single,tertiary,431,no,2,yes
40296,41942,29,married,secondary,123,yes,3,yes
40299,41945,27,single,secondary,3792,no,2,yes
40300,41947,82,married,primary,8603,no,1,yes
40301,41948,29,single,tertiary,2178,no,1,yes
40302,41949,78,divorced,primary,229,no,0,yes
40304,41951,76,married,tertiary,2991,no,1,yes
40306,41953,38,married,tertiary,4174,no,5,yes
40307,41954,60,married,secondary,10925,no,1,yes
40308,41955,33,divorced,secondary,2411,no,1,yes
40309,41956,43,married,secondary,14646,no,0,yes
40310,41957,61,married,secondary,86,no,0,yes
40311,41959,73,married,primary,796,no,2,yes
40313,41961,57,married,primary,6900,no,2,yes
40314,41962,33,married,tertiary,5878,no,2,yes
40316,41965,35,single,secondary,183,no,4,yes
40318,41967,59,married,primary,3648,no,3,yes
40320,41969,76,married,secondary,4112,no,0,yes
40330,41979,73,married,primary,542,no,5,yes
40333,41982,81,married,primary,243,no,0,yes
40337,41987,57,married,secondary,254,no,0,yes
40339,41990,38,single,secondary,0,no,3,yes
40340,41991,30,single,tertiary,398,no,3,yes
40341,41992,52,married,secondary,992,no,1,yes
40342,41993,22,single,secondary,23,no,0,yes
40343,41994,53,married,primary,732,no,0,yes
40349,42002,56,married,secondary,0,no,8,yes
40352,42006,38,divorced,secondary,70,no,1,yes
40353,42007,44,single,tertiary,5063,no,0,yes
40354,42008,69,divorced,secondary,4572,no,1,yes
40358,42012,29,single,tertiary,1788,no,0,yes
40359,42013,52,married,secondary,659,no,0,yes
40360,42014,36,single,tertiary,129,no,0,yes
40366,42020,50,married,tertiary,3463,yes,0,yes
40373,42029,65,married,primary,1004,no,0,yes
40374,42030,64,married,secondary,4787,no,0,yes
40377,42033,30,single,secondary,914,no,1,yes
40378,42034,57,married,tertiary,2326,no,1,yes
40379,42035,31,married,tertiary,81,no,0,yes
40380,42036,52,married,secondary,2230,no,0,yes
40382,42038,36,married,tertiary,203,no,0,yes
40384,42040,64,married,tertiary,3951,no,0,yes
40385,42042,26,single,secondary,338,no,2,yes
40386,42043,51,single,secondary,0,no,0,yes
40387,42044,72,married,secondary,0,no,0,yes
40389,42046,30,married,tertiary,944,no,0,yes
40391,42048,60,married,primary,5,no,0,yes
40392,42049,30,single,tertiary,697,no,5,yes
40394,42051,45,divorced,secondary,0,no,0,yes
40396,42053,66,married,tertiary,1948,no,2,yes
40397,42054,50,married,secondary,3654,no,2,yes
40398,42055,54,married,secondary,962,no,0,yes
40401,42058,47,single,tertiary,551,no,0,yes
40402,42059,53,married,tertiary,395,no,1,yes
40403,42060,47,single,tertiary,159,no,3,yes
40404,42061,80,married,primary,997,no,1,yes
40405,42062,61,married,tertiary,477,no,1,yes
40407,42064,47,married,tertiary,3663,no,3,yes
40410,42067,30,single,secondary,853,no,1,yes
40411,42068,21,single,primary,8278,no,0,yes
40414,42071,62,married,tertiary,7458,no,0,yes
40416,42073,41,married,tertiary,0,no,0,yes
40421,42078,49,divorced,tertiary,348,no,0,yes
40422,42079,26,single,secondary,44,no,0,yes
40423,42080,36,married,secondary,1193,no,0,yes
40424,42081,87,married,primary,230,no,0,yes
40425,42082,61,married,primary,8729,no,0,yes
40428,42085,70,married,secondary,2384,no,0,yes
40429,42086,60,married,tertiary,3401,no,1,yes
40430,42087,41,married,tertiary,881,no,0,yes
40431,42088,46,married,primary,3512,no,1,yes
40432,42089,22,single,secondary,1522,no,0,yes
40433,42091,60,divorced,secondary,4243,no,0,yes
40451,42109,54,married,secondary,473,yes,1,yes
40453,42111,35,single,tertiary,5462,no,1,yes
40459,42117,59,married,secondary,4412,no,0,yes
40463,42121,55,divorced,tertiary,2037,no,1,yes
40464,42123,35,married,tertiary,1133,no,0,yes
40466,42125,44,married,secondary,205,no,0,yes
40467,42126,48,married,secondary,0,yes,2,yes
40468,42127,35,divorced,secondary,1224,no,0,yes
40469,42128,37,married,tertiary,238,no,0,yes
40470,42129,36,single,tertiary,62,no,7,yes
40471,42130,52,single,secondary,2398,no,0,yes
40473,42132,67,divorced,secondary,704,no,0,yes
40474,42133,36,married,tertiary,506,no,2,yes
40477,42137,45,married,secondary,360,no,0,yes
40478,42138,29,single,secondary,938,no,0,yes
